Region,Year,label,poultry_density,max_temp_q1,max_temp_q2,max_temp_q3,max_temp_q4,min_temp_q1,min_temp_q2,min_temp_q3,min_temp_q4,mean_temp_q1,mean_temp_q2,mean_temp_q3,mean_temp_q4,total_rain_q1,total_rain_q2,total_rain_q3,total_rain_q4,Loading,Unloading,Pop_total,F_TOTAL,F_Y_15-64,F_Y_GE65,F_Y_LT15,GDP_Annual,M_TOTAL,M_Y_GE65,M_Y_LT15,M_Y15-64,ndvi_q1,ndvi_q2,ndvi_q3,ndvi_q4,ndwi_q1,ndwi_q2,ndwi_q3,ndwi_q4,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,lai_hv_q1,lai_hv_q2,lai_lv_q1,lai_lv_q2
PL638,2021,1,61538,1.523993462,16.50366526,25.81615803,18.276242,-4.817467331,0.043372491,13.45868019,3.996787839,-0.896993051,7.156367012,19.27898391,10.1224804,103.0727274,133.6909132,181.5636402,105.5454539,8436,11229,385759,214894,139772,40483,34946,2222.33,209136,27062,36366,143847,-999,-999,-999,-999,0.2175,0.198055556,0.178333333,0.050555556,11.98654401,6.142668873,21.60528154,752.8711071,26.801817,-1.629512914,28.43132991,20.58428633,6.536856693,21.77858262,2.965291191,523.8727346,92.36363893,16.56363716,59.27241984,191.8818242,68.14545634,181.5636402,103.0727274,2.181376133,2.3214416,1.5577087,2.6684265
PL638,2021,1,61538,1.523993462,16.50366526,25.81615803,18.276242,-4.817467331,0.043372491,13.45868019,3.996787839,-0.896993051,7.156367012,19.27898391,10.1224804,103.0727274,133.6909132,181.5636402,105.5454539,8436,11229,385759,214894,139772,40483,34946,2222.33,209136,27062,36366,143847,-999,-999,-999,-999,0.2175,0.198055556,0.178333333,0.050555556,11.98654401,6.142668873,21.60528154,752.8711071,26.801817,-1.629512914,28.43132991,20.58428633,6.536856693,21.77858262,2.965291191,523.8727346,92.36363893,16.56363716,59.27241984,191.8818242,68.14545634,181.5636402,103.0727274,2.181376133,2.3214416,1.5577087,2.6684265
PL712,2021,1,149968,2.184714156,17.44954803,27.02212835,19.32019982,-5.430499878,-0.063806413,12.48090313,3.03913318,-1.274821798,7.657563311,19.33860398,9.873659993,69.28000175,123.9400001,296.8800013,66.7200001,16565,15928,437881,202370,127078,47102,28050,5940.52,183658,28739,29387,124486,-999,-999,-999,-999,0.0425,0.063611111,0.105833333,0.105555556,12.22929234,6.661081937,24.26080653,748.0378909,25.838001,-1.618142837,27.45614384,21.93430216,4.74490114,21.93430216,3.052922384,556.8200032,154.0200008,9.92000044,88.16947314,296.8800013,59.94000135,296.8800013,69.28000175,2.1741333,2.260437,1.6811523,2.3408508
PL714,2021,1,149968,3.149807798,17.68449094,26.91769177,19.90461468,-4.62826897,0.552630235,12.96910643,3.160948697,-0.587238883,8.082766578,19.59742665,10.43241463,66.43076876,121.6230782,257.5230848,70.60769443,23033,18849,743872,223531,142104,49771,31756,2067.99,215897,32292,33431,147861,-999,-999,-999,-999,0.088333333,0.131944444,0.119166667,0.166388889,12.87794662,6.993208757,26.37462119,733.3093478,25.763845,-0.751071398,26.5149164,22.27499566,5.562232256,22.27499566,3.763303392,516.1846262,125.4538491,10.37692361,77.38040853,257.5230848,54.07692302,257.5230848,66.43076876,2.176920533,2.270009333,1.7019653,2.4422302
PL714,2021,1,149968,3.149807798,17.68449094,26.91769177,19.90461468,-4.62826897,0.552630235,12.96910643,3.160948697,-0.587238883,8.082766578,19.59742665,10.43241463,66.43076876,121.6230782,257.5230848,70.60769443,23033,18849,743872,223531,142104,49771,31756,2067.99,215897,32292,33431,147861,-999,-999,-999,-999,0.088333333,0.131944444,0.119166667,0.166388889,12.87794662,6.993208757,26.37462119,733.3093478,25.763845,-0.751071398,26.5149164,22.27499566,5.562232256,22.27499566,3.763303392,516.1846262,125.4538491,10.37692361,77.38040853,257.5230848,54.07692302,257.5230848,66.43076876,2.176920533,2.270009333,1.7019653,2.4422302
PL714,2021,1,149968,3.149807798,17.68449094,26.91769177,19.90461468,-4.62826897,0.552630235,12.96910643,3.160948697,-0.587238883,8.082766578,19.59742665,10.43241463,66.43076876,121.6230782,257.5230848,70.60769443,23033,18849,743872,223531,142104,49771,31756,2067.99,215897,32292,33431,147861,-999,-999,-999,-999,0.088333333,0.131944444,0.119166667,0.166388889,12.87794662,6.993208757,26.37462119,733.3093478,25.763845,-0.751071398,26.5149164,22.27499566,5.562232256,22.27499566,3.763303392,516.1846262,125.4538491,10.37692361,77.38040853,257.5230848,54.07692302,257.5230848,66.43076876,2.176920533,2.270009333,1.7019653,2.4422302
PL714,2021,1,149968,3.149807798,17.68449094,26.91769177,19.90461468,-4.62826897,0.552630235,12.96910643,3.160948697,-0.587238883,8.082766578,19.59742665,10.43241463,66.43076876,121.6230782,257.5230848,70.60769443,23033,18849,743872,223531,142104,49771,31756,2067.99,215897,32292,33431,147861,-999,-999,-999,-999,0.088333333,0.131944444,0.119166667,0.166388889,12.87794662,6.993208757,26.37462119,733.3093478,25.763845,-0.751071398,26.5149164,22.27499566,5.562232256,22.27499566,3.763303392,516.1846262,125.4538491,10.37692361,77.38040853,257.5230848,54.07692302,257.5230848,66.43076876,2.176920533,2.270009333,1.7019653,2.4422302
PL714,2021,1,149968,3.149807798,17.68449094,26.91769177,19.90461468,-4.62826897,0.552630235,12.96910643,3.160948697,-0.587238883,8.082766578,19.59742665,10.43241463,66.43076876,121.6230782,257.5230848,70.60769443,23033,18849,743872,223531,142104,49771,31756,2067.99,215897,32292,33431,147861,-999,-999,-999,-999,0.088333333,0.131944444,0.119166667,0.166388889,12.87794662,6.993208757,26.37462119,733.3093478,25.763845,-0.751071398,26.5149164,22.27499566,5.562232256,22.27499566,3.763303392,516.1846262,125.4538491,10.37692361,77.38040853,257.5230848,54.07692302,257.5230848,66.43076876,2.176920533,2.270009333,1.7019653,2.4422302
PL714,2021,1,149968,3.149807798,17.68449094,26.91769177,19.90461468,-4.62826897,0.552630235,12.96910643,3.160948697,-0.587238883,8.082766578,19.59742665,10.43241463,66.43076876,121.6230782,257.5230848,70.60769443,23033,18849,743872,223531,142104,49771,31756,2067.99,215897,32292,33431,147861,-999,-999,-999,-999,0.088333333,0.131944444,0.119166667,0.166388889,12.87794662,6.993208757,26.37462119,733.3093478,25.763845,-0.751071398,26.5149164,22.27499566,5.562232256,22.27499566,3.763303392,516.1846262,125.4538491,10.37692361,77.38040853,257.5230848,54.07692302,257.5230848,66.43076876,2.176920533,2.270009333,1.7019653,2.4422302
PL715,2021,1,149968,2.200714233,17.84834073,27.40520677,19.50614248,-5.646683597,0.011336389,12.70700434,3.26538088,-1.242672823,7.977522023,19.71923557,10.08174621,68.45714444,127.6428566,279.5571501,63.37142984,17603,17585,465275,182051,113822,42848,25545,4511.35,173237,26897,27185,117024,-999,-999,-999,-999,0.198333333,0.246944444,0.174166667,0.180833333,12.39626425,6.524613006,23.6423519,762.2295711,25.884283,-1.712857225,27.59714023,22.27056962,8.122825766,22.27056962,3.011758755,539.028581,141.6142874,9.89999982,87.05362029,279.5571501,59.80000152,279.5571501,68.45714444,1.945322667,2.088643433,1.8408203,2.4225159
PL721,2021,1,66083,2.046357163,17.47293487,26.82516097,18.41936627,-6.016178499,-1.542806418,11.66646662,1.872299955,-1.778188165,6.960654798,18.85077747,8.980911303,100.3900028,127.699999,333.3800047,85.11000171,32088,19930,294285,383788,242027,91515,50725,12222.94,363031,59169,52778,246781,-999,-999,-999,-999,0.245833333,0.288888889,0.179166667,0.106388889,11.55968595,6.61229419,23.79250729,768.1377987,25.763998,-2.027500007,27.79149801,21.66338807,7.229078352,21.66338807,2.149405668,646.5800083,175.2599998,4.29000009,81.49672551,333.3800047,70.96000229,333.3800047,100.3900028,1.6535441,1.7782186,1.7819824,2.4510803
PL811,2021,1,118378,0.8463187,18.09960215,28.20726965,17.68194818,-6.599258255,-0.872034762,12.75299963,2.458538415,-2.188524391,7.553150349,19.66499176,8.965545818,93.1923104,106.0692335,315.9692334,92.5000007,11210,7951,709130,148898,94992,31932,22266,7763.21,146548,20541,23540,100905,-999,-999,-999,-999,0.123333333,0.244444444,0.2025,0.201388889,11.70846578,6.4193498,21.90758652,793.134422,26.41846,-2.883488868,29.30194887,22.19031588,7.046603881,22.19031588,1.817404505,607.730778,167.6230779,1.023076992,85.1953558,315.9692334,56.58461576,315.9692334,93.1923104,1.6642456,1.910044333,2.0740051,2.577057
PL823,2021,1,60583,2.651205337,18.26060481,27.58479794,18.80399947,-5.177187298,-0.896370933,12.26991642,1.978166627,-1.102573864,7.581196494,19.53256419,9.375339032,134.1750022,139.1875031,348.2125082,127.0750012,13583,15507,505970,325436,211288,62990,50588,4437.25,310445,42227,53935,214104,-999,-999,-999,-999,0.190833333,0.209166667,0.281666667,0.177222222,12.21982604,6.746389162,24.33284671,756.6463286,26.318748,-1.406693431,27.72544143,20.27833785,7.243081675,22.46899026,3.138504651,748.6500146,154.662502,1.8375,71.24246737,379.012508,79.7999998,348.2125082,134.1750022,1.8502299,2.204508467,2.215088,2.8762817
PL911,2021,1,27123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,18175,24284,653270,965168,590590,232875,139707,7483.4,825303,140494,150311,533374,-999,-999,-999,-999,0.258333333,0.226388889,0.2025,0.105277778,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.109364833,2.319112133,2.1135254,2.6278992
PL911,2021,1,27123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,18175,24284,653270,965168,590590,232875,139707,7483.4,825303,140494,150311,533374,-999,-999,-999,-999,0.258333333,0.226388889,0.2025,0.105277778,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.109364833,2.319112133,2.1135254,2.6278992
PL911,2021,1,27123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,18175,24284,653270,965168,590590,232875,139707,7483.4,825303,140494,150311,533374,-999,-999,-999,-999,0.258333333,0.226388889,0.2025,0.105277778,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.109364833,2.319112133,2.1135254,2.6278992
PL912,2021,1,27123,1.718775569,17.74516097,27.35382413,18.42023793,-6.289591661,-0.750184295,12.75336377,2.970380894,-1.762310149,7.680791998,19.65339743,9.431261971,76.20000156,137.6428582,320.9714384,72.57143138,19290,18427,598895,336150,215471,62350,57812,6122.2,311320,40315,61314,210535,-999,-999,-999,-999,0.099166667,0.133611111,0.15,0.062222222,11.9225948,6.34361898,22.70505652,776.6792255,25.642857,-2.296377486,27.93923449,22.05431721,7.471254738,22.05431721,2.304321092,607.3857295,148.3714353,7.2285716,84.99761461,320.9714384,57.54285758,320.9714384,76.20000156,1.4193929,1.7494914,2.5490723,2.8415222
PL912,2021,1,27123,1.718775569,17.74516097,27.35382413,18.42023793,-6.289591661,-0.750184295,12.75336377,2.970380894,-1.762310149,7.680791998,19.65339743,9.431261971,76.20000156,137.6428582,320.9714384,72.57143138,19290,18427,598895,336150,215471,62350,57812,6122.2,311320,40315,61314,210535,-999,-999,-999,-999,0.099166667,0.133611111,0.15,0.062222222,11.9225948,6.34361898,22.70505652,776.6792255,25.642857,-2.296377486,27.93923449,22.05431721,7.471254738,22.05431721,2.304321092,607.3857295,148.3714353,7.2285716,84.99761461,320.9714384,57.54285758,320.9714384,76.20000156,1.4193929,1.7494914,2.5490723,2.8415222
PL912,2021,1,27123,1.718775569,17.74516097,27.35382413,18.42023793,-6.289591661,-0.750184295,12.75336377,2.970380894,-1.762310149,7.680791998,19.65339743,9.431261971,76.20000156,137.6428582,320.9714384,72.57143138,19290,18427,598895,336150,215471,62350,57812,6122.2,311320,40315,61314,210535,-999,-999,-999,-999,0.099166667,0.133611111,0.15,0.062222222,11.9225948,6.34361898,22.70505652,776.6792255,25.642857,-2.296377486,27.93923449,22.05431721,7.471254738,22.05431721,2.304321092,607.3857295,148.3714353,7.2285716,84.99761461,320.9714384,57.54285758,320.9714384,76.20000156,1.4193929,1.7494914,2.5490723,2.8415222
PL913,2021,1,27123,2.101071403,17.95016108,27.35701568,18.94791633,-6.006428551,-0.406693614,13.04790294,3.112583208,-1.410455051,7.96486902,19.94529531,9.870420994,71.27500064,131.9250019,342.9750083,64.10000256,29966,30395,335068,339609,216913,65614,56523,5856.71,311028,43173,60383,208547,-999,-999,-999,-999,0.169166667,0.256388889,0.214166667,0.15,12.2731412,6.361217266,22.81919639,778.6137872,25.964998,-1.911607107,27.87660511,22.41889732,7.905598691,22.41889732,2.714355808,610.2750134,153.6750044,8.27500015,91.95276984,342.9750083,57.1250029,342.9750083,71.27500064,1.940816267,2.1168111,1.861908,2.4707947
PL913,2021,1,27123,2.101071403,17.95016108,27.35701568,18.94791633,-6.006428551,-0.406693614,13.04790294,3.112583208,-1.410455051,7.96486902,19.94529531,9.870420994,71.27500064,131.9250019,342.9750083,64.10000256,29966,30395,335068,339609,216913,65614,56523,5856.71,311028,43173,60383,208547,-999,-999,-999,-999,0.169166667,0.256388889,0.214166667,0.15,12.2731412,6.361217266,22.81919639,778.6137872,25.964998,-1.911607107,27.87660511,22.41889732,7.905598691,22.41889732,2.714355808,610.2750134,153.6750044,8.27500015,91.95276984,342.9750083,57.1250029,342.9750083,71.27500064,1.940816267,2.1168111,1.861908,2.4707947
PL922,2021,1,468318,1.104090824,17.37700834,27.08920787,18.55996947,-6.600908976,-0.601495621,12.72656862,3.035242405,-2.043838118,7.475448874,19.5598315,9.459181196,75.36363746,139.690914,295.4636355,69.14545579,28076,31087,377952,170209,109180,35326,25667,2329.4,165831,22685,26818,114770,-999,-999,-999,-999,0.128333333,0.212222222,0.1725,0.105,11.8001914,6.375071079,22.09506221,783.4481303,26.12,-2.732922061,28.85292206,21.99218825,7.380061163,21.99218825,2.138080824,579.6636427,128.8909101,14.9545459,84.32987242,295.4636355,63.90000115,295.4636355,75.36363746,1.823038767,2.062957767,1.9333191,2.5393677
PL923,2021,1,468318,1.727589308,17.68467697,27.26899123,19.28883277,-5.940401588,-0.116612881,12.75669322,3.403958246,-1.508822918,7.866410248,19.72940013,9.973925897,73.71250192,132.4000007,271.4375039,64.70000172,9253,7618,415100,165803,106213,36203,23579,72840.91,157277,23393,24618,107738,-999,-999,-999,-999,0.22,0.263888889,0.184166667,0.163611111,12.25995774,6.489458812,22.78487899,771.7113922,26.369999,-2.111428589,28.48142759,22.26407473,7.964321596,22.26407473,2.775380341,542.2500082,131.7750017,13.3125002,85.34146378,271.4375039,61.73750097,271.4375039,73.71250192,2.272440567,2.3351644,1.4880371,2.300415
PL925,2021,1,468318,1.253290859,17.630921,27.61105955,17.90761897,-6.547372333,-1.039331732,12.42580603,2.723928467,-2.096623333,7.422420978,19.33820381,9.001422787,87.55714334,137.9000033,272.2285724,88.35000262,9716,13451,229066,210347,132196,43903,34271,12806.06,205752,29228,35938,139070,-999,-999,-999,-999,0.201666667,0.259722222,0.215,0.200833333,11.62258268,6.412453231,22.62185506,775.3631869,25.676428,-2.669846942,28.34627494,19.44131198,7.187229131,21.71529191,1.903354917,586.0357217,147.1571439,3.96428589,77.6664555,280.8785737,56.62143049,272.2285724,87.55714334,1.917083733,2.110992467,1.8596802,2.5151672
PL925,2021,1,468318,1.253290859,17.630921,27.61105955,17.90761897,-6.547372333,-1.039331732,12.42580603,2.723928467,-2.096623333,7.422420978,19.33820381,9.001422787,87.55714334,137.9000033,272.2285724,88.35000262,9716,13451,229066,210347,132196,43903,34271,12806.06,205752,29228,35938,139070,-999,-999,-999,-999,0.201666667,0.259722222,0.215,0.200833333,11.62258268,6.412453231,22.62185506,775.3631869,25.676428,-2.669846942,28.34627494,19.44131198,7.187229131,21.71529191,1.903354917,586.0357217,147.1571439,3.96428589,77.6664555,280.8785737,56.62143049,272.2285724,87.55714334,1.917083733,2.110992467,1.8596802,2.5151672
PL925,2021,1,468318,1.253290859,17.630921,27.61105955,17.90761897,-6.547372333,-1.039331732,12.42580603,2.723928467,-2.096623333,7.422420978,19.33820381,9.001422787,87.55714334,137.9000033,272.2285724,88.35000262,9716,13451,229066,210347,132196,43903,34271,12806.06,205752,29228,35938,139070,-999,-999,-999,-999,0.201666667,0.259722222,0.215,0.200833333,11.62258268,6.412453231,22.62185506,775.3631869,25.676428,-2.669846942,28.34627494,19.44131198,7.187229131,21.71529191,1.903354917,586.0357217,147.1571439,3.96428589,77.6664555,280.8785737,56.62143049,272.2285724,87.55714334,1.917083733,2.110992467,1.8596802,2.5151672
PL925,2021,1,468318,1.253290859,17.630921,27.61105955,17.90761897,-6.547372333,-1.039331732,12.42580603,2.723928467,-2.096623333,7.422420978,19.33820381,9.001422787,87.55714334,137.9000033,272.2285724,88.35000262,9716,13451,229066,210347,132196,43903,34271,12806.06,205752,29228,35938,139070,-999,-999,-999,-999,0.201666667,0.259722222,0.215,0.200833333,11.62258268,6.412453231,22.62185506,775.3631869,25.676428,-2.669846942,28.34627494,19.44131198,7.187229131,21.71529191,1.903354917,586.0357217,147.1571439,3.96428589,77.6664555,280.8785737,56.62143049,272.2285724,87.55714334,1.917083733,2.110992467,1.8596802,2.5151672
PT16I,2021,1,484128,16.05606419,22.45496752,30.36780597,26.67433277,3.681290211,6.735354642,12.44373293,5.431399879,10.39187528,14.41417464,20.46006417,16.16500892,423.980006,168.7400004,45.3200003,184.1000038,4804,5075,2869033,122949,74638,35562,12817,7136.4,110136,24465,13547,72282,-999,-999,-999,-999,0.165,0.152222222,0.151666667,0.191111111,17.68405677,4.652552038,24.22195036,439.7500535,26.817999,7.609999774,19.20799923,12.74760389,22.73103158,23.24039823,12.74760389,822.1400104,212.3200049,0.800000002,90.20928451,423.980006,45.3200003,90.8600035,423.980006,1.9855957,2.083129833,1.5723877,1.7455444
PT16I,2021,1,484128,16.05606419,22.45496752,30.36780597,26.67433277,3.681290211,6.735354642,12.44373293,5.431399879,10.39187528,14.41417464,20.46006417,16.16500892,423.980006,168.7400004,45.3200003,184.1000038,4804,5075,2869033,122949,74638,35562,12817,7136.4,110136,24465,13547,72282,-999,-999,-999,-999,0.165,0.152222222,0.151666667,0.191111111,17.68405677,4.652552038,24.22195036,439.7500535,26.817999,7.609999774,19.20799923,12.74760389,22.73103158,23.24039823,12.74760389,822.1400104,212.3200049,0.800000002,90.20928451,423.980006,45.3200003,90.8600035,423.980006,1.9855957,2.083129833,1.5723877,1.7455444
RO223,2021,1,121480,8.587999796,21.819376,29.9159351,23.62864402,0.60664293,1.696430081,16.5295553,5.979066427,4.616564847,10.89666788,23.21152419,13.40778247,164.5533328,150.1066725,167.9066754,116.1733329,11962,13640,189707,344331,218338,72414,53582,7601.03,326515,48371,55631,218859,0.4,0.678,0.648,0.576,0.124166667,0.165277778,0.225833333,0.110277778,15.86592851,5.665587321,22.51209353,729.9680948,29.493334,4.326472852,25.16686115,18.44576984,24.71368048,25.77920659,8.215565651,598.7400136,126.9333406,5.55333379,66.38708336,217.9666756,58.6333341,167.9066754,163.1733347,2.112976067,2.2271118,1.2572632,2.015564
RO224,2021,1,121480,6.66544625,22.81548348,31.05669316,23.38891673,-1.869062496,0.553508039,15.70491653,4.210124924,2.226193332,10.68909524,23.06825315,12.09960946,107.1375025,114.5625025,244.575006,41.7875008,4475,4926,314327,251855,155564,58561,37866,3152.78,246193,39708,39451,163692,0.453,0.665,0.433,0.517,0.135,0.2125,0.1075,0.074722222,14.96565402,5.889732453,21.9244283,810.2522608,28.98875,2.124959648,26.86379035,18.79562299,15.09417923,25.76808441,5.677888333,508.0625118,181.925005,7.0125003,106.9958753,264.8500079,41.7875008,244.575006,107.1375025,1.5056966,1.772878033,2.3467102,2.625885
RO322,2021,1,1678,8.657142757,23.63258026,31.89612868,24.966333,-2.240967688,-0.672580631,14.62599988,2.261666614,2.50811824,10.54382066,22.93268078,11.83104641,134.200002,205.0000019,204.1000004,92.6000014,9663,11258,307967,256385,174622,41200,39621,3880.71,239014,27640,43307,175143,0.24,0.468,0.442,0.383,0.1075,0.153055556,0.15,0.124166667,14.85862486,5.809416687,21.14921576,796.0164098,29,1.531290276,27.46870972,18.67497107,24.04811817,25.54800705,6.06905912,635.9000057,128.6000004,8.5,66.13682816,250.8000021,84,204.1000004,134.200002,1.841878267,2.020355233,1.6134338,2.2328491
RS121,2021,1,0,10.3508331,21.50268777,31.54999923,25.0767775,-0.172258037,0.331075306,15.15634381,3.080222188,3.765791008,10.47646448,23.02535687,11.9617095,132.9000017,131.0666679,204.3333345,157.6666706,-999,-999,618179,85511,53046,22099,10559,3187.37,83317,15748,10968,55390,-999,-999,-999,-999,0.131666667,0.229722222,0.181666667,0.1025,15.84797052,7.081280117,26.79073235,747.5541055,29.416666,2.984838661,26.43182734,23.81038399,11.13216675,25.92712277,7.230117504,625.9666747,99.5333344,18.43333368,44.34080501,213.0000019,86.10000081,204.3333345,132.9000017,2.12382,2.242808,1.3128662,2.157135
SE110,2021,1,1203,0.349741908,14.3696125,25.38049406,15.56742188,-7.073452121,-0.789935403,10.81535471,-0.06186667,-2.502124401,5.534766885,17.57516885,7.72852955,112.8400035,155.6133383,162.8333329,97.16666945,-999,-999,299401,1194315,770848,209587,214105,16842.38,1190016,171942,226844,796586,-999,-999,-999,-999,0.141666667,0.210277778,0.2775,0.13,10.13498695,6.101803455,22.03677303,716.0194235,24.510664,-3.178523729,27.68918773,18.34018572,5.297267474,19.52225076,1.725937816,528.4533441,117.2466712,11.94000017,71.97279424,188.2666701,54.34666786,162.8333329,112.8400035,1.593994133,2.1413574,1.4383545,1.4550171
SE110,2021,1,1203,0.349741908,14.3696125,25.38049406,15.56742188,-7.073452121,-0.789935403,10.81535471,-0.06186667,-2.502124401,5.534766885,17.57516885,7.72852955,112.8400035,155.6133383,162.8333329,97.16666945,-999,-999,299401,1194315,770848,209587,214105,16842.38,1190016,171942,226844,796586,-999,-999,-999,-999,0.141666667,0.210277778,0.2775,0.13,10.13498695,6.101803455,22.03677303,716.0194235,24.510664,-3.178523729,27.68918773,18.34018572,5.297267474,19.52225076,1.725937816,528.4533441,117.2466712,11.94000017,71.97279424,188.2666701,54.34666786,162.8333329,112.8400035,1.593994133,2.1413574,1.4383545,1.4550171
SE110,2021,1,1203,0.349741908,14.3696125,25.38049406,15.56742188,-7.073452121,-0.789935403,10.81535471,-0.06186667,-2.502124401,5.534766885,17.57516885,7.72852955,112.8400035,155.6133383,162.8333329,97.16666945,-999,-999,299401,1194315,770848,209587,214105,16842.38,1190016,171942,226844,796586,-999,-999,-999,-999,0.141666667,0.210277778,0.2775,0.13,10.13498695,6.101803455,22.03677303,716.0194235,24.510664,-3.178523729,27.68918773,18.34018572,5.297267474,19.52225076,1.725937816,528.4533441,117.2466712,11.94000017,71.97279424,188.2666701,54.34666786,162.8333329,112.8400035,1.593994133,2.1413574,1.4383545,1.4550171
SE110,2021,1,1203,0.349741908,14.3696125,25.38049406,15.56742188,-7.073452121,-0.789935403,10.81535471,-0.06186667,-2.502124401,5.534766885,17.57516885,7.72852955,112.8400035,155.6133383,162.8333329,97.16666945,-999,-999,299401,1194315,770848,209587,214105,16842.38,1190016,171942,226844,796586,-999,-999,-999,-999,0.141666667,0.210277778,0.2775,0.13,10.13498695,6.101803455,22.03677303,716.0194235,24.510664,-3.178523729,27.68918773,18.34018572,5.297267474,19.52225076,1.725937816,528.4533441,117.2466712,11.94000017,71.97279424,188.2666701,54.34666786,162.8333329,112.8400035,1.593994133,2.1413574,1.4383545,1.4550171
SE123,2021,1,84555,0.929188304,15.30593303,25.14775094,16.39859573,-7.256449851,-0.646646462,10.44027364,1.049232306,-2.612819004,5.928488681,17.51271263,8.135722056,85.73636736,175.5636412,180.3878799,124.7696959,-999,-999,277141,230168,139559,51411,39406,12429.75,235926,44446,41982,150060,0.348,0.647,0.667,0.554,0.2575,0.262777778,0.233333333,0.233611111,10.4503613,6.41867041,23.25416508,722.1861651,24.423939,-3.178300807,27.60223981,18.72785359,5.854498091,19.86352748,1.766974331,566.4575844,103.7121249,5.681818123,55.39424341,200.8242477,77.5333344,180.3878799,85.73636736,1.598849833,2.2664388,0.6137288,0.62019855
SE124,2021,1,84555,-0.119161573,15.09504887,24.75723623,15.4822459,-7.626832093,-0.845582098,10.09619896,-0.364260941,-3.587227227,5.693404298,17.01059132,7.403442447,96.32174364,191.8739206,218.986954,199.3043505,-999,-999,277141,152321,91101,34956,26194,10164.4,152851,30272,27708,94941,0.4,0.673,0.69,0.588,0.246666667,0.273333333,0.2775,0.346666667,9.66790685,6.075708283,21.96304519,741.9296939,23.753914,-3.909409693,27.66332369,18.21719148,4.827796252,19.04493366,0.60544437,706.4869688,117.6087037,9.839129764,50.92589683,250.8739212,84.10434673,218.986954,96.32174364,1.598849833,2.2664388,0.6137288,0.62019855
SE213,2021,1,72378,2.021770808,14.96604817,25.01186755,17.15481883,-6.973541609,-0.84172037,10.37467727,1.62055551,-1.920381904,5.868497752,17.63416806,8.467194524,141.616671,107.4166681,215.7291703,177.7416667,-999,-999,277141,121823,69270,32696,19770,2076.89,123956,29044,20872,73815,0.392,0.687,0.742,0.607,0.265,0.251666667,0.290833333,0.240555556,10.59295544,6.161171666,23.35666403,692.9136798,23.8825,-2.496145757,26.37864576,17.71377371,5.958726232,19.76812537,2.492933848,642.5041762,114.1083354,9.662500412,54.89638564,244.8333373,55.22916739,215.7291703,141.616671,1.598849833,2.2664388,0.6137288,0.62019855
SE213,2021,1,72378,2.021770808,14.96604817,25.01186755,17.15481883,-6.973541609,-0.84172037,10.37467727,1.62055551,-1.920381904,5.868497752,17.63416806,8.467194524,141.616671,107.4166681,215.7291703,177.7416667,-999,-999,277141,121823,69270,32696,19770,2076.89,123956,29044,20872,73815,0.392,0.687,0.742,0.607,0.265,0.251666667,0.290833333,0.240555556,10.59295544,6.161171666,23.35666403,692.9136798,23.8825,-2.496145757,26.37864576,17.71377371,5.958726232,19.76812537,2.492933848,642.5041762,114.1083354,9.662500412,54.89638564,244.8333373,55.22916739,215.7291703,141.616671,1.598849833,2.2664388,0.6137288,0.62019855
SE214,2021,1,72378,2.341499933,13.34154842,24.82890274,16.65813283,-4.153214193,-0.608516126,12.30099983,3.24386661,-0.145658988,5.64933317,18.05404617,9.331320212,171.8600059,73.04000148,159.2200046,176.5200022,-999,-999,365010,30152,17374,8295,4479,6056.6,29816,7201,4778,17797,0.433,0.683,0.75,0.622,0.305833333,0.237777778,0.231666667,0.279722222,10.7502132,5.055906108,20.188554,684.1133391,24.292,-0.751428605,25.04342861,4.364063964,5.544331436,19.95835609,3.179837006,580.6400141,107.0800043,7.9000002,60.02003567,247.5800076,53.82000028,159.2200046,171.8600059,1.6885681,2.312266067,1.9553223,1.9730225
SE214,2021,1,72378,2.341499933,13.34154842,24.82890274,16.65813283,-4.153214193,-0.608516126,12.30099983,3.24386661,-0.145658988,5.64933317,18.05404617,9.331320212,171.8600059,73.04000148,159.2200046,176.5200022,-999,-999,365010,30152,17374,8295,4479,6056.6,29816,7201,4778,17797,0.433,0.683,0.75,0.622,0.305833333,0.237777778,0.231666667,0.279722222,10.7502132,5.055906108,20.188554,684.1133391,24.292,-0.751428605,25.04342861,4.364063964,5.544331436,19.95835609,3.179837006,580.6400141,107.0800043,7.9000002,60.02003567,247.5800076,53.82000028,159.2200046,171.8600059,1.6885681,2.312266067,1.9553223,1.9730225
